Episode,Step,Action_Routed,Portfolio_Value,Reward,Epsilon
10328,50,WAIT (Holding Capital),307093.75,-0.0100,0.0500
10328,100,BTC: Buy BINANCE -> Sell COINBASE,309113.23,0.4484,0.0500
10328,150,WAIT (Holding Capital),307176.96,-0.0100,0.0500
10328,200,WAIT (Holding Capital),308663.08,-0.0100,0.0500
10329,50,WAIT (Holding Capital),307346.79,-0.0100,0.0500
10329,100,WAIT (Holding Capital),308741.26,-0.0100,0.0500
10329,150,WAIT (Holding Capital),306784.80,-0.0100,0.0500
10329,200,WAIT (Holding Capital),308419.38,-0.0100,0.0500
10330,50,WAIT (Holding Capital),306917.06,-0.0100,0.0500
10330,100,WAIT (Holding Capital),308429.33,-0.0100,0.0500
10330,150,WAIT (Holding Capital),306457.43,-0.0100,0.0500
10330,200,WAIT (Holding Capital),308561.71,-0.0100,0.0500
10331,50,WAIT (Holding Capital),307516.08,-0.0100,0.0500
10331,100,WAIT (Holding Capital),309096.64,-0.0100,0.0500
10331,150,WAIT (Holding Capital),306936.37,-0.0100,0.0500
10331,200,WAIT (Holding Capital),309238.28,-0.0100,0.0500
10332,50,WAIT (Holding Capital),307708.95,-0.0100,0.0500
10332,100,WAIT (Holding Capital),309050.51,-0.0100,0.0500
10332,150,WAIT (Holding Capital),306960.10,-0.0100,0.0500
10332,200,WAIT (Holding Capital),308250.45,-0.0100,0.0500
10333,50,WAIT (Holding Capital),307676.73,-0.0100,0.0500
10333,100,WAIT (Holding Capital),309574.18,-0.0100,0.0500
10333,150,WAIT (Holding Capital),307733.47,-0.0100,0.0500
10333,200,WAIT (Holding Capital),309222.30,-0.0100,0.0500
10334,50,WAIT (Holding Capital),306978.70,-0.0100,0.0500
10334,100,WAIT (Holding Capital),308183.91,-0.0100,0.0500
10334,150,WAIT (Holding Capital),306306.07,-0.0100,0.0500
10334,200,WAIT (Holding Capital),307274.91,-0.0100,0.0500
10335,50,WAIT (Holding Capital),307625.25,-0.0100,0.0500
10335,100,WAIT (Holding Capital),309016.39,-0.0100,0.0500
10335,150,WAIT (Holding Capital),307881.21,-0.0100,0.0500
10335,200,WAIT (Holding Capital),309341.44,-0.0100,0.0500
10336,50,WAIT (Holding Capital),307961.76,-0.0100,0.0500
10336,100,WAIT (Holding Capital),309699.13,-0.0100,0.0500
10336,150,WAIT (Holding Capital),307929.50,-0.0100,0.0500
10336,200,WAIT (Holding Capital),308819.69,-0.0100,0.0500
10337,50,WAIT (Holding Capital),307526.12,-0.0100,0.0500
10337,100,WAIT (Holding Capital),309977.56,-0.0100,0.0500
10337,150,WAIT (Holding Capital),308543.37,-0.0100,0.0500
10337,200,WAIT (Holding Capital),310334.68,-0.0100,0.0500
10338,50,WAIT (Holding Capital),307803.38,-0.0100,0.0500
10338,100,WAIT (Holding Capital),309366.93,-0.0100,0.0500
10338,150,WAIT (Holding Capital),307570.80,-0.0100,0.0500
10338,200,WAIT (Holding Capital),308790.53,-0.0100,0.0500
10339,50,WAIT (Holding Capital),307339.32,-0.0100,0.0500
10339,100,WAIT (Holding Capital),309389.19,-0.0100,0.0500
10339,150,WAIT (Holding Capital),308057.27,-0.0100,0.0500
10339,200,WAIT (Holding Capital),309695.51,-0.0100,0.0500
10340,50,WAIT (Holding Capital),307709.99,-0.0100,0.0500
10340,100,WAIT (Holding Capital),309700.42,-0.0100,0.0500
10340,150,WAIT (Holding Capital),308063.29,-0.0100,0.0500
10340,200,WAIT (Holding Capital),309511.83,-0.0100,0.0500
10341,50,WAIT (Holding Capital),307801.58,-0.0100,0.0500
10341,100,WAIT (Holding Capital),309452.45,-0.0100,0.0500
10341,150,WAIT (Holding Capital),307901.46,-0.0100,0.0500
10341,200,WAIT (Holding Capital),309108.45,-0.0100,0.0500
10342,50,WAIT (Holding Capital),307318.95,-0.0100,0.0500
10342,100,WAIT (Holding Capital),309310.29,-0.0100,0.0500
10342,150,BNB: Buy KRAKEN -> Sell COINBASE,307197.67,-0.2694,0.0500
10342,200,WAIT (Holding Capital),309497.09,-0.0100,0.0500
10343,50,WAIT (Holding Capital),307420.80,-0.0100,0.0500
10343,100,WAIT (Holding Capital),309499.49,-0.0100,0.0500
10343,150,WAIT (Holding Capital),307597.40,-0.0100,0.0500
10343,200,WAIT (Holding Capital),308703.54,-0.0100,0.0500
10344,50,ETH: Buy KRAKEN -> Sell COINBASE,307499.27,0.5846,0.0500
10344,100,WAIT (Holding Capital),309848.91,-0.0100,0.0500
10344,150,WAIT (Holding Capital),307709.12,-0.0100,0.0500
10344,200,WAIT (Holding Capital),309760.57,-0.0100,0.0500
10345,50,WAIT (Holding Capital),307633.30,-0.0100,0.0500
10345,100,BTC: Buy BINANCE -> Sell COINBASE,309419.56,-0.5428,0.0500
10345,150,WAIT (Holding Capital),308239.42,-0.0100,0.0500
10345,200,WAIT (Holding Capital),309346.26,-0.0100,0.0500
10346,50,BTC: Buy KRAKEN -> Sell COINBASE,307654.74,-0.2414,0.0500
10346,100,WAIT (Holding Capital),309216.37,-0.0100,0.0500
10346,150,WAIT (Holding Capital),307247.58,-0.0100,0.0500
10346,200,WAIT (Holding Capital),309699.82,-0.0100,0.0500
10347,50,WAIT (Holding Capital),306974.00,-0.0100,0.0500
10347,100,WAIT (Holding Capital),309077.53,-0.0100,0.0500
10347,150,WAIT (Holding Capital),307655.89,-0.0100,0.0500
10347,200,WAIT (Holding Capital),309158.26,-0.0100,0.0500
10348,50,WAIT (Holding Capital),306965.29,-0.0100,0.0500
10348,100,BTC: Buy BINANCE -> Sell COINBASE,308465.61,-2.0000,0.0500
10348,150,WAIT (Holding Capital),306125.29,-0.0100,0.0500
10348,200,WAIT (Holding Capital),307655.53,-0.0100,0.0500
10349,50,WAIT (Holding Capital),307331.87,-0.0100,0.0500
10349,100,WAIT (Holding Capital),309412.92,-0.0100,0.0500
10349,150,WAIT (Holding Capital),307418.39,-0.0100,0.0500
10349,200,WAIT (Holding Capital),309058.02,-0.0100,0.0500
10350,50,WAIT (Holding Capital),307097.09,-0.0100,0.0500
10350,100,WAIT (Holding Capital),308190.93,-0.0100,0.0500
10350,150,WAIT (Holding Capital),306441.97,-0.0100,0.0500
10350,200,WAIT (Holding Capital),308057.85,-0.0100,0.0500
10351,50,WAIT (Holding Capital),307150.74,-0.0100,0.0500
10351,100,WAIT (Holding Capital),308525.77,-0.0100,0.0500
10351,150,WAIT (Holding Capital),307043.45,-0.0100,0.0500
10351,200,WAIT (Holding Capital),308556.52,-0.0100,0.0500
10352,50,WAIT (Holding Capital),307388.61,-0.0100,0.0500
10352,100,WAIT (Holding Capital),309431.42,-0.0100,0.0500
10352,150,WAIT (Holding Capital),307492.22,-0.0100,0.0500
10352,200,WAIT (Holding Capital),309392.03,-0.0100,0.0500
10353,50,WAIT (Holding Capital),307696.99,-0.0100,0.0500
10353,100,WAIT (Holding Capital),309204.89,-0.0100,0.0500
10353,150,WAIT (Holding Capital),307460.62,-0.0100,0.0500
10353,200,WAIT (Holding Capital),308769.48,-0.0100,0.0500
10354,50,WAIT (Holding Capital),308093.56,-0.0100,0.0500
10354,100,WAIT (Holding Capital),310688.46,-0.0100,0.0500
10354,150,WAIT (Holding Capital),309092.75,-0.0100,0.0500
10354,200,WAIT (Holding Capital),310248.79,-0.0100,0.0500
10355,50,WAIT (Holding Capital),307056.40,-0.0100,0.0500
10355,100,WAIT (Holding Capital),308423.74,-0.0100,0.0500
10355,150,WAIT (Holding Capital),306701.10,-0.0100,0.0500
10355,200,WAIT (Holding Capital),308250.95,-0.0100,0.0500
10356,50,WAIT (Holding Capital),307789.03,-0.0100,0.0500
10356,100,WAIT (Holding Capital),309369.89,-0.0100,0.0500
10356,150,WAIT (Holding Capital),307395.45,-0.0100,0.0500
10356,200,WAIT (Holding Capital),308774.87,-0.0100,0.0500
10357,50,WAIT (Holding Capital),307769.30,-0.0100,0.0500
10357,100,ETH: Buy BINANCE -> Sell COINBASE,309868.45,-1.3335,0.0500
10357,150,WAIT (Holding Capital),307330.65,-0.0100,0.0500
10357,200,WAIT (Holding Capital),308949.83,-0.0100,0.0500
10358,50,WAIT (Holding Capital),307420.81,-0.0100,0.0500
10358,100,WAIT (Holding Capital),309712.65,-0.0100,0.0500
10358,150,WAIT (Holding Capital),308197.16,-0.0100,0.0500
10358,200,WAIT (Holding Capital),309650.51,-0.0100,0.0500
10359,50,WAIT (Holding Capital),307612.47,-0.0100,0.0500
10359,100,WAIT (Holding Capital),308907.70,-0.0100,0.0500
10359,150,WAIT (Holding Capital),307605.94,-0.0100,0.0500
10359,200,WAIT (Holding Capital),309221.90,-0.0100,0.0500
10360,50,WAIT (Holding Capital),307796.02,-0.0100,0.0500
10360,100,WAIT (Holding Capital),309220.51,-0.0100,0.0500
10360,150,WAIT (Holding Capital),307300.13,-0.0100,0.0500
10360,200,WAIT (Holding Capital),308964.03,-0.0100,0.0500
10361,50,WAIT (Holding Capital),306790.58,-0.0100,0.0500
10361,100,WAIT (Holding Capital),308804.43,-0.0100,0.0500
10361,150,WAIT (Holding Capital),306339.97,-0.0100,0.0500
10361,200,WAIT (Holding Capital),307623.82,-0.0100,0.0500
10362,50,WAIT (Holding Capital),307193.32,-0.0100,0.0500
10362,100,WAIT (Holding Capital),308804.71,-0.0100,0.0500
10362,150,WAIT (Holding Capital),307059.81,-0.0100,0.0500
10362,200,WAIT (Holding Capital),308931.08,-0.0100,0.0500
10363,50,WAIT (Holding Capital),307625.42,-0.0100,0.0500
10363,100,WAIT (Holding Capital),309236.38,-0.0100,0.0500
10363,150,WAIT (Holding Capital),307491.29,-0.0100,0.0500
10363,200,WAIT (Holding Capital),308141.74,-0.0100,0.0500
10364,50,WAIT (Holding Capital),307447.61,-0.0100,0.0500
10364,100,WAIT (Holding Capital),309343.14,-0.0100,0.0500
10364,150,WAIT (Holding Capital),306868.07,-0.0100,0.0500
10364,200,WAIT (Holding Capital),308846.86,-0.0100,0.0500
10365,50,ETH: Buy BINANCE -> Sell KRAKEN,307061.25,-0.0406,0.0500
10365,100,WAIT (Holding Capital),308839.02,-0.0100,0.0500
10365,150,WAIT (Holding Capital),306896.30,-0.0100,0.0500
10365,200,WAIT (Holding Capital),308204.35,-0.0100,0.0500
10366,50,WAIT (Holding Capital),306885.49,-0.0100,0.0500
10366,100,WAIT (Holding Capital),308592.53,-0.0100,0.0500
10366,150,WAIT (Holding Capital),306767.55,-0.0100,0.0500
10366,200,WAIT (Holding Capital),308449.28,-0.0100,0.0500
10367,50,WAIT (Holding Capital),307141.48,-0.0100,0.0500
10367,100,WAIT (Holding Capital),308659.50,-0.0100,0.0500
10367,150,WAIT (Holding Capital),306461.78,-0.0100,0.0500
10367,200,WAIT (Holding Capital),308105.65,-0.0100,0.0500
10368,50,WAIT (Holding Capital),307787.21,-0.0100,0.0500
10368,100,WAIT (Holding Capital),308557.19,-0.0100,0.0500
10368,150,WAIT (Holding Capital),306504.54,-0.0100,0.0500
10368,200,WAIT (Holding Capital),308423.19,-0.0100,0.0500
10369,50,WAIT (Holding Capital),307882.20,-0.0100,0.0500
10369,100,WAIT (Holding Capital),309694.86,-0.0100,0.0500
10369,150,WAIT (Holding Capital),307343.71,-0.0100,0.0500
10369,200,WAIT (Holding Capital),308882.05,-0.0100,0.0500
10370,50,WAIT (Holding Capital),307151.46,-0.0100,0.0500
10370,100,ETH: Buy COINBASE -> Sell KRAKEN,309450.87,4.6161,0.0500
10370,150,WAIT (Holding Capital),307326.50,-0.0100,0.0500
10370,200,WAIT (Holding Capital),309365.73,-0.0100,0.0500
10371,50,WAIT (Holding Capital),307268.24,-0.0100,0.0500
10371,100,WAIT (Holding Capital),308797.08,-0.0100,0.0500
10371,150,WAIT (Holding Capital),306795.11,-0.0100,0.0500
10371,200,WAIT (Holding Capital),308750.10,-0.0100,0.0500
10372,50,WAIT (Holding Capital),307373.05,-0.0100,0.0500
10372,100,ETH: Buy KRAKEN -> Sell COINBASE,310028.50,-0.3226,0.0500
10372,150,WAIT (Holding Capital),308341.87,-0.0100,0.0500
10372,200,WAIT (Holding Capital),309990.20,-0.0100,0.0500
10373,50,WAIT (Holding Capital),307213.25,-0.0100,0.0500
10373,100,WAIT (Holding Capital),308808.51,-0.0100,0.0500
10373,150,WAIT (Holding Capital),307107.45,-0.0100,0.0500
10373,200,WAIT (Holding Capital),308631.77,-0.0100,0.0500
10374,50,WAIT (Holding Capital),307882.94,-0.0100,0.0500
10374,100,WAIT (Holding Capital),309301.31,-0.0100,0.0500
10374,150,WAIT (Holding Capital),308050.41,-0.0100,0.0500
10374,200,WAIT (Holding Capital),310011.39,-0.0100,0.0500
10375,50,WAIT (Holding Capital),307547.86,-0.0100,0.0500
10375,100,WAIT (Holding Capital),308274.54,-0.0100,0.0500
10375,150,WAIT (Holding Capital),306373.83,-0.0100,0.0500
10375,200,WAIT (Holding Capital),307908.35,-0.0100,0.0500
10376,50,WAIT (Holding Capital),307453.89,-0.0100,0.0500
10376,100,WAIT (Holding Capital),308802.02,-0.0100,0.0500
10376,150,WAIT (Holding Capital),307140.83,-0.0100,0.0500
10376,200,WAIT (Holding Capital),308960.20,-0.0100,0.0500
10377,50,WAIT (Holding Capital),307159.38,-0.0100,0.0500
10377,100,WAIT (Holding Capital),309288.84,-0.0100,0.0500
10377,150,WAIT (Holding Capital),307606.85,-0.0100,0.0500
10377,200,WAIT (Holding Capital),309941.92,-0.0100,0.0500
10378,50,WAIT (Holding Capital),307180.14,-0.0100,0.0500
10378,100,WAIT (Holding Capital),309174.25,-0.0100,0.0500
10378,150,WAIT (Holding Capital),306634.19,-0.0100,0.0500
10378,200,WAIT (Holding Capital),308307.18,-0.0100,0.0500
10379,50,WAIT (Holding Capital),307537.13,-0.0100,0.0500
10379,100,WAIT (Holding Capital),309529.48,-0.0100,0.0500
10379,150,WAIT (Holding Capital),307609.35,-0.0100,0.0500
10379,200,WAIT (Holding Capital),309232.60,-0.0100,0.0500
10380,50,WAIT (Holding Capital),307700.64,-0.0100,0.0500
10380,100,WAIT (Holding Capital),309539.34,-0.0100,0.0500
10380,150,WAIT (Holding Capital),307644.42,-0.0100,0.0500
10380,200,WAIT (Holding Capital),309479.82,-0.0100,0.0500
10381,50,WAIT (Holding Capital),307654.82,-0.0100,0.0500
10381,100,WAIT (Holding Capital),309311.78,-0.0100,0.0500
10381,150,WAIT (Holding Capital),307243.89,-0.0100,0.0500
10381,200,WAIT (Holding Capital),309082.43,-0.0100,0.0500
10382,50,WAIT (Holding Capital),307303.73,-0.0100,0.0500
10382,100,WAIT (Holding Capital),308671.38,-0.0100,0.0500
10382,150,WAIT (Holding Capital),306847.84,-0.0100,0.0500
10382,200,WAIT (Holding Capital),308197.95,-0.0100,0.0500
10383,50,WAIT (Holding Capital),307018.44,-0.0100,0.0500
10383,100,WAIT (Holding Capital),308314.33,-0.0100,0.0500
10383,150,WAIT (Holding Capital),306875.84,-0.0100,0.0500
10383,200,WAIT (Holding Capital),308564.95,-0.0100,0.0500
10384,50,WAIT (Holding Capital),307827.44,-0.0100,0.0500
10384,100,WAIT (Holding Capital),309742.12,-0.0100,0.0500
10384,150,WAIT (Holding Capital),307760.15,-0.0100,0.0500
10384,200,WAIT (Holding Capital),309746.67,-0.0100,0.0500
10385,50,WAIT (Holding Capital),307086.07,-0.0100,0.0500
10385,100,WAIT (Holding Capital),308719.53,-0.0100,0.0500
10385,150,WAIT (Holding Capital),306755.44,-0.0100,0.0500
10385,200,BTC: Buy KRAKEN -> Sell BINANCE,308412.34,1.9629,0.0500
10386,50,WAIT (Holding Capital),307652.08,-0.0100,0.0500
10386,100,WAIT (Holding Capital),309201.56,-0.0100,0.0500
10386,150,WAIT (Holding Capital),307987.61,-0.0100,0.0500
10386,200,WAIT (Holding Capital),309724.49,-0.0100,0.0500
10387,50,WAIT (Holding Capital),307685.96,-0.0100,0.0500
10387,100,WAIT (Holding Capital),309753.58,-0.0100,0.0500
10387,150,WAIT (Holding Capital),307759.36,-0.0100,0.0500
10387,200,WAIT (Holding Capital),308725.62,-0.0100,0.0500
10388,50,WAIT (Holding Capital),307256.55,-0.0100,0.0500
10388,100,WAIT (Holding Capital),308746.77,-0.0100,0.0500
10388,150,WAIT (Holding Capital),307289.58,-0.0100,0.0500
10388,200,WAIT (Holding Capital),308988.45,-0.0100,0.0500
10389,50,WAIT (Holding Capital),307938.45,-0.0100,0.0500
10389,100,WAIT (Holding Capital),309756.96,-0.0100,0.0500
10389,150,WAIT (Holding Capital),308350.31,-0.0100,0.0500
10389,200,BNB: Buy KRAKEN -> Sell COINBASE,310492.74,-0.5862,0.0500
10390,50,WAIT (Holding Capital),307292.97,-0.0100,0.0500
10390,100,WAIT (Holding Capital),308964.45,-0.0100,0.0500
10390,150,WAIT (Holding Capital),306861.54,-0.0100,0.0500
10390,200,WAIT (Holding Capital),308665.95,-0.0100,0.0500
10391,50,WAIT (Holding Capital),307454.60,-0.0100,0.0500
10391,100,WAIT (Holding Capital),309436.76,-0.0100,0.0500
10391,150,WAIT (Holding Capital),308386.53,-0.0100,0.0500
10391,200,WAIT (Holding Capital),310349.37,-0.0100,0.0500
10392,50,WAIT (Holding Capital),307162.34,-0.0100,0.0500
10392,100,WAIT (Holding Capital),309267.91,-0.0100,0.0500
10392,150,WAIT (Holding Capital),307613.64,-0.0100,0.0500
10392,200,WAIT (Holding Capital),309069.75,-0.0100,0.0500
10393,50,WAIT (Holding Capital),307161.79,-0.0100,0.0500
10393,100,WAIT (Holding Capital),308454.71,-0.0100,0.0500
10393,150,WAIT (Holding Capital),306921.46,-0.0100,0.0500
10393,200,WAIT (Holding Capital),308553.38,-0.0100,0.0500
10394,50,WAIT (Holding Capital),306910.43,-0.0100,0.0500
10394,100,WAIT (Holding Capital),308991.02,-0.0100,0.0500
10394,150,WAIT (Holding Capital),307454.27,-0.0100,0.0500
10394,200,WAIT (Holding Capital),309326.74,-0.0100,0.0500
10395,50,WAIT (Holding Capital),307682.74,-0.0100,0.0500
10395,100,WAIT (Holding Capital),309060.01,-0.0100,0.0500
10395,150,WAIT (Holding Capital),306642.69,-0.0100,0.0500
10395,200,WAIT (Holding Capital),307494.00,-0.0100,0.0500
10396,50,WAIT (Holding Capital),307293.12,-0.0100,0.0500
10396,100,WAIT (Holding Capital),308510.20,-0.0100,0.0500
10396,150,WAIT (Holding Capital),307268.26,-0.0100,0.0500
10396,200,WAIT (Holding Capital),309322.60,-0.0100,0.0500
10397,50,WAIT (Holding Capital),307261.28,-0.0100,0.0500
10397,100,WAIT (Holding Capital),308927.03,-0.0100,0.0500
10397,150,WAIT (Holding Capital),307488.40,-0.0100,0.0500
10397,200,WAIT (Holding Capital),308268.78,-0.0100,0.0500
10398,50,BTC: Buy BINANCE -> Sell COINBASE,307137.68,-0.6638,0.0500
10398,100,WAIT (Holding Capital),308831.54,-0.0100,0.0500
10398,150,WAIT (Holding Capital),306448.88,-0.0100,0.0500
10398,200,WAIT (Holding Capital),308470.44,-0.0100,0.0500
10399,50,BTC: Buy COINBASE -> Sell BINANCE,307914.28,0.0641,0.0500
10399,100,WAIT (Holding Capital),309784.99,-0.0100,0.0500
10399,150,WAIT (Holding Capital),308387.80,-0.0100,0.0500
10399,200,WAIT (Holding Capital),309662.26,-0.0100,0.0500
10400,50,WAIT (Holding Capital),307616.35,-0.0100,0.0500
10400,100,WAIT (Holding Capital),309074.81,-0.0100,0.0500
10400,150,WAIT (Holding Capital),306692.00,-0.0100,0.0500
10400,200,WAIT (Holding Capital),308752.67,-0.0100,0.0500
10401,50,WAIT (Holding Capital),306874.34,-0.0100,0.0500
10401,100,WAIT (Holding Capital),308437.70,-0.0100,0.0500
10401,150,WAIT (Holding Capital),306528.95,-0.0100,0.0500
10401,200,WAIT (Holding Capital),307749.85,-0.0100,0.0500
10402,50,WAIT (Holding Capital),307757.99,-0.0100,0.0500
10402,100,WAIT (Holding Capital),309186.79,-0.0100,0.0500
10402,150,WAIT (Holding Capital),307416.35,-0.0100,0.0500
10402,200,WAIT (Holding Capital),309239.03,-0.0100,0.0500
10403,50,WAIT (Holding Capital),307584.00,-0.0100,0.0500
10403,100,WAIT (Holding Capital),309165.62,-0.0100,0.0500
10403,150,WAIT (Holding Capital),307294.87,-0.0100,0.0500
10403,200,WAIT (Holding Capital),308999.87,-0.0100,0.0500
10404,50,WAIT (Holding Capital),307100.26,-0.0100,0.0500
10404,100,WAIT (Holding Capital),308274.85,-0.0100,0.0500
10404,150,WAIT (Holding Capital),306600.08,-0.0100,0.0500
10404,200,WAIT (Holding Capital),308384.37,-0.0100,0.0500
10405,50,WAIT (Holding Capital),307606.02,-0.0100,0.0500
10405,100,WAIT (Holding Capital),309235.10,-0.0100,0.0500
10405,150,WAIT (Holding Capital),307158.33,-0.0100,0.0500
10405,200,WAIT (Holding Capital),309056.42,-0.0100,0.0500
10406,50,WAIT (Holding Capital),307097.57,-0.0100,0.0500
10406,100,WAIT (Holding Capital),308765.95,-0.0100,0.0500
10406,150,WAIT (Holding Capital),306944.16,-0.0100,0.0500
10406,200,WAIT (Holding Capital),308914.70,-0.0100,0.0500
10407,50,WAIT (Holding Capital),307694.11,-0.0100,0.0500
10407,100,WAIT (Holding Capital),309602.02,-0.0100,0.0500
10407,150,WAIT (Holding Capital),308218.04,-0.0100,0.0500
10407,200,WAIT (Holding Capital),309742.67,-0.0100,0.0500
10408,50,WAIT (Holding Capital),307986.76,-0.0100,0.0500
10408,100,WAIT (Holding Capital),309958.69,-0.0100,0.0500
10408,150,ETH: Buy KRAKEN -> Sell BINANCE,309075.74,0.7678,0.0500
10408,200,WAIT (Holding Capital),310776.75,-0.0100,0.0500
10409,50,WAIT (Holding Capital),307958.67,-0.0100,0.0500
10409,100,WAIT (Holding Capital),309562.74,-0.0100,0.0500
10409,150,WAIT (Holding Capital),307739.99,-0.0100,0.0500
10409,200,WAIT (Holding Capital),309700.80,-0.0100,0.0500
10410,50,ETH: Buy BINANCE -> Sell COINBASE,307525.63,-0.3759,0.0500
10410,100,WAIT (Holding Capital),309159.01,-0.0100,0.0500
10410,150,WAIT (Holding Capital),306783.77,-0.0100,0.0500
10410,200,WAIT (Holding Capital),308542.35,-0.0100,0.0500
10411,50,WAIT (Holding Capital),307870.15,-0.0100,0.0500
10411,100,WAIT (Holding Capital),309629.63,-0.0100,0.0500
10411,150,WAIT (Holding Capital),308138.79,-0.0100,0.0500
10411,200,WAIT (Holding Capital),309778.02,-0.0100,0.0500
10412,50,WAIT (Holding Capital),307038.90,-0.0100,0.0500
10412,100,WAIT (Holding Capital),308987.44,-0.0100,0.0500
10412,150,WAIT (Holding Capital),306899.35,-0.0100,0.0500
10412,200,WAIT (Holding Capital),308571.21,-0.0100,0.0500
10413,50,WAIT (Holding Capital),307080.92,-0.0100,0.0500
10413,100,WAIT (Holding Capital),308461.41,-0.0100,0.0500
10413,150,WAIT (Holding Capital),306669.06,-0.0100,0.0500
10413,200,WAIT (Holding Capital),308171.63,-0.0100,0.0500
10414,50,WAIT (Holding Capital),307358.92,-0.0100,0.0500
10414,100,WAIT (Holding Capital),309263.04,-0.0100,0.0500
10414,150,WAIT (Holding Capital),307640.45,-0.0100,0.0500
10414,200,WAIT (Holding Capital),309300.29,-0.0100,0.0500
10415,50,WAIT (Holding Capital),307510.30,-0.0100,0.0500
10415,100,WAIT (Holding Capital),309699.96,-0.0100,0.0500
10415,150,WAIT (Holding Capital),307694.82,-0.0100,0.0500
10415,200,WAIT (Holding Capital),309752.47,-0.0100,0.0500
10416,50,WAIT (Holding Capital),307593.02,-0.0100,0.0500
10416,100,WAIT (Holding Capital),309693.75,-0.0100,0.0500
10416,150,WAIT (Holding Capital),307677.31,-0.0100,0.0500
10416,200,WAIT (Holding Capital),309240.07,-0.0100,0.0500
10417,50,BTC: Buy COINBASE -> Sell KRAKEN,307077.26,-0.3336,0.0500
10417,100,WAIT (Holding Capital),309568.06,-0.0100,0.0500
10417,150,WAIT (Holding Capital),308528.99,-0.0100,0.0500
10417,200,WAIT (Holding Capital),310368.23,-0.0100,0.0500
10418,50,WAIT (Holding Capital),306863.81,-0.0100,0.0500
10418,100,WAIT (Holding Capital),308076.88,-0.0100,0.0500
10418,150,WAIT (Holding Capital),306179.94,-0.0100,0.0500
10418,200,WAIT (Holding Capital),308376.52,-0.0100,0.0500
10419,50,BNB: Buy COINBASE -> Sell BINANCE,307505.21,0.5736,0.0500
10419,100,WAIT (Holding Capital),308820.03,-0.0100,0.0500
10419,150,WAIT (Holding Capital),306684.76,-0.0100,0.0500
10419,200,WAIT (Holding Capital),308251.99,-0.0100,0.0500
10420,50,WAIT (Holding Capital),307205.49,-0.0100,0.0500
10420,100,WAIT (Holding Capital),309186.93,-0.0100,0.0500
10420,150,WAIT (Holding Capital),306868.14,-0.0100,0.0500
10420,200,WAIT (Holding Capital),308257.23,-0.0100,0.0500
10421,50,WAIT (Holding Capital),307575.34,-0.0100,0.0500
10421,100,WAIT (Holding Capital),309328.13,-0.0100,0.0500
10421,150,WAIT (Holding Capital),307233.92,-0.0100,0.0500
10421,200,WAIT (Holding Capital),308802.27,-0.0100,0.0500
10422,50,WAIT (Holding Capital),307480.62,-0.0100,0.0500
10422,100,WAIT (Holding Capital),309729.41,-0.0100,0.0500
10422,150,WAIT (Holding Capital),307487.43,-0.0100,0.0500
10422,200,WAIT (Holding Capital),309781.54,-0.0100,0.0500
10423,50,WAIT (Holding Capital),307182.82,-0.0100,0.0500
10423,100,WAIT (Holding Capital),308783.20,-0.0100,0.0500
10423,150,WAIT (Holding Capital),306505.62,-0.0100,0.0500
10423,200,WAIT (Holding Capital),307873.96,-0.0100,0.0500
10424,50,WAIT (Holding Capital),306919.42,-0.0100,0.0500
10424,100,WAIT (Holding Capital),309011.34,-0.0100,0.0500
10424,150,WAIT (Holding Capital),307377.40,-0.0100,0.0500
10424,200,ETH: Buy BINANCE -> Sell COINBASE,308654.15,1.2715,0.0500
10425,50,WAIT (Holding Capital),308019.22,-0.0100,0.0500
10425,100,WAIT (Holding Capital),309992.80,-0.0100,0.0500
10425,150,WAIT (Holding Capital),308203.43,-0.0100,0.0500
10425,200,WAIT (Holding Capital),309270.61,-0.0100,0.0500
10426,50,WAIT (Holding Capital),307659.21,-0.0100,0.0500
10426,100,WAIT (Holding Capital),309294.14,-0.0100,0.0500
10426,150,WAIT (Holding Capital),307410.74,-0.0100,0.0500
10426,200,WAIT (Holding Capital),309312.56,-0.0100,0.0500
10427,50,WAIT (Holding Capital),306907.27,-0.0100,0.0500
10427,100,BTC: Buy COINBASE -> Sell BINANCE,309570.01,0.2922,0.0500
10427,150,WAIT (Holding Capital),307832.64,-0.0100,0.0500
10427,200,WAIT (Holding Capital),309952.69,-0.0100,0.0500
10428,50,WAIT (Holding Capital),307251.08,-0.0100,0.0500
10428,100,WAIT (Holding Capital),309890.62,-0.0100,0.0500
10428,150,WAIT (Holding Capital),308162.08,-0.0100,0.0500
10428,200,WAIT (Holding Capital),309693.98,-0.0100,0.0500
10429,50,WAIT (Holding Capital),307400.89,-0.0100,0.0500
10429,100,WAIT (Holding Capital),309255.80,-0.0100,0.0500
10429,150,WAIT (Holding Capital),307431.40,-0.0100,0.0500
10429,200,WAIT (Holding Capital),309016.16,-0.0100,0.0500
10430,50,WAIT (Holding Capital),308217.97,-0.0100,0.0500
10430,100,WAIT (Holding Capital),309754.10,-0.0100,0.0500
10430,150,WAIT (Holding Capital),308335.15,-0.0100,0.0500
10430,200,WAIT (Holding Capital),310387.52,-0.0100,0.0500
10431,50,WAIT (Holding Capital),307564.82,-0.0100,0.0500
10431,100,WAIT (Holding Capital),309417.54,-0.0100,0.0500
10431,150,WAIT (Holding Capital),308188.38,-0.0100,0.0500
10431,200,WAIT (Holding Capital),309456.72,-0.0100,0.0500
